Gene,log2FC,pval,-log10(pval),FDR,Status
EIF4G1,0.4848262443259339,2.3744989578291634e-35,34.62442801669436,1.981291973027197e-34,Not Significant
UEVLD,-0.946189460562902,2.70801597429574e-35,34.56734877812278,2.2586614536829265e-34,Not Significant
B4GALT2,0.82977105365499,2.7313170694574674e-35,34.563627881140825,2.2771704035403623e-34,Not Significant
GDI2,0.7342015346756162,2.7391282852756434e-35,34.56238762737267,2.2827552460310986e-34,Not Significant
UXS1,0.648508547046625,2.7705957364679604e-35,34.55742683842904,2.308042359758409e-34,Not Significant
DHRS12,-0.8070050408862737,2.7864638963671134e-35,34.55494657963456,2.3193779401890642e-34,Not Significant
CBX7,-1.0001703266053779,2.7864638963671134e-35,34.55494657963456,2.3193779401890642e-34,Upregulated in BRCA_LumA
VPS72,0.7981299020802972,2.818471622969531e-35,34.54998633340004,2.345068968373432e-34,Not Significant
GBP1,2.0526071303405273,2.9167031755113666e-35,34.535107765529155,2.4258174201516913e-34,Upregulated in BRCA_Basal
SLC5A6,1.602023266212547,2.933402644727096e-35,34.53262832079669,2.4387178065036688e-34,Upregulated in BRCA_Basal
CCPG1,-0.7069374149590741,3.0183357391989406e-35,34.52023245390048,2.508311571360221e-34,Not Significant
C1orf27,-0.7486520902601221,3.0968622840086805e-35,34.509078107082644,2.5725271394044576e-34,Not Significant
GPR180,1.02925497754269,3.17741841428934e-35,34.49792559189239,2.638376002605774e-34,Upregulated in BRCA_Basal
BNIP3L,-0.717544859642435,3.2322757254986983e-35,34.490491599334625,2.682841154360125e-34,Not Significant
GLOD5,-1.8561566191650176,3.2880739708032126e-35,34.4830584208308,2.7269483319701016e-34,Upregulated in BRCA_LumA
GTF2IRD2P1,-0.7820766415072895,3.2880739708032126e-35,34.4830584208308,2.7269483319701016e-34,Not Significant
NRD1,0.4775738066230565,3.325803448197327e-35,34.47810342074658,2.757124652529808e-34,Not Significant
MAB21L1,-1.4934654378233905,3.3353028359841804e-35,34.476864727256924,2.7638830205461796e-34,Upregulated in BRCA_LumA
CBR1,0.995118753396684,3.581749928707646e-35,34.44590473908262,2.966909367671517e-34,Not Significant
ANKRD11,0.7038280023189711,3.7275774954455586e-35,34.42857331890259,3.086458234525907e-34,Not Significant
RFC3,0.9490267439354738,3.946191570889362e-35,34.40382183541412,3.2661540399962857e-34,Not Significant
MZF1,-1.0210847015643418,4.037162452021652e-35,34.39392377459338,3.3401007738137204e-34,Upregulated in BRCA_LumA
JAM3,-0.7441929080870477,4.1067552528513806e-35,34.38650117869087,3.3963081127772925e-34,Not Significant
SLC16A12,-2.4107379632928274,4.1775398673753317e-35,34.37907939682691,3.4534553988238137e-34,Upregulated in BRCA_LumA
VEZT,-0.5849880755443571,4.2014030808159977e-35,34.37660565043618,3.471783665412108e-34,Not Significant
ZNF280A,4.888019931510538,4.249536570231012e-35,34.37165842900038,3.510144579227049e-34,Upregulated in BRCA_Basal
VARS,0.7457326098788251,4.397249058050308e-35,34.356818935455195,3.63069441340347e-34,Not Significant
PARP3,-0.8311370592096684,4.602162939979413e-35,34.33703800916124,3.796830687675818e-34,Not Significant
SLC1A2,-2.0851785583651377,4.602162939979413e-35,34.33703800916124,3.796830687675818e-34,Upregulated in BRCA_LumA
HSPA12A,-1.0059188663528023,4.844049959837734e-35,34.31479138634444,3.994783644531777e-34,Upregulated in BRCA_LumA
POLM,-0.6059729582841368,4.955570396914074e-35,34.30490635006364,4.085110221128283e-34,Not Significant
UBXN8,-0.8841721034741639,4.99804503980592e-35,34.3011998345539,4.1184694026802356e-34,Not Significant
SNORD116-28,-1.770292277676475,5.040881374598817e-35,34.29749352255061,4.15209972075546e-34,Upregulated in BRCA_LumA
ELAVL1,0.45174811615212285,5.320777041961e-35,34.27402493905963,4.380886972189238e-34,Not Significant
CEP290,-0.7684160044850563,5.427743594704716e-35,34.26538067649407,4.467165787250355e-34,Not Significant
CYP2A7,-9.12941866967421,5.552609400685897e-35,34.255502875976944,4.568101029802455e-34,Upregulated in BRCA_LumA
KDM1A,0.6779640690204076,5.616108397564667e-35,34.25056451839786,4.618489462975224e-34,Not Significant
LSR,1.1080270076561416,5.680328829645579e-35,34.24562652260466,4.669430565972275e-34,Upregulated in BRCA_Basal
BRD8,-0.5232878772100423,5.712712124720304e-35,34.243157660377655,4.692290927742642e-34,Not Significant
CST4,-5.582457553823175,5.712712124720304e-35,34.243157660377655,4.692290927742642e-34,Upregulated in BRCA_LumA
H2BFXP,2.045590372203491,5.745278838966116e-35,34.240688888597,4.717152109560095e-34,Upregulated in BRCA_Basal
YOD1,0.9786559420209641,5.810966658830711e-35,34.23575161637458,4.769176556235541e-34,Not Significant
FGF11,1.5182793772697991,5.944589125856838e-35,34.225878157284086,4.876892430401064e-34,Upregulated in BRCA_Basal
ANKRD20A9P,-1.2748536830695874,6.2921513315225e-35,34.20120084077621,5.15996646763304e-34,Upregulated in BRCA_LumA
ZC3H6,-0.7305082273677501,6.400303823186942e-35,34.19379940951585,5.246561479989999e-34,Not Significant
PRSS53,1.3327906821932465,6.43676351188134e-35,34.19133244665348,5.274341602906603e-34,Upregulated in BRCA_Basal
LOC645323,2.5928530766835376,6.491840306908434e-35,34.18763217194523,5.317348479726438e-34,Upregulated in BRCA_Basal
C9orf140,1.2564169084605146,6.510303088904658e-35,34.18639879226518,5.330343127619544e-34,Upregulated in BRCA_Basal
MGAM2,5.837103957324128,6.678833353764296e-35,34.17529939265497,5.466146898784835e-34,Upregulated in BRCA_Basal
PFN2,1.1926170503058284,6.697824456454871e-35,34.174066239088184,5.479504074862083e-34,Upregulated in BRCA_Basal
CMAS,0.9276924903536374,6.851697415900905e-35,34.164201824560315,5.603153749679345e-34,Not Significant
SMIM13,0.8641678110854432,6.949646264445625e-35,34.158037300346436,5.680989723262761e-34,Not Significant
CBFA2T3,-1.6115955668219397,7.210872508368556e-35,34.14201218290274,5.892181685651375e-34,Upregulated in BRCA_LumA
FAM184B,-2.72775772465986,7.231366286256594e-35,34.14077963983922,5.9065753766485985e-34,Upregulated in BRCA_LumA
CASQ1,-3.316463148185324,7.355549859840246e-35,34.133384856292196,6.005617669088825e-34,Upregulated in BRCA_LumA
MIPEP,-0.7507299428738808,7.46065300676869e-35,34.12722315847576,6.0890086870676204e-34,Not Significant
MYOF,-0.8354762119717982,7.545808733523973e-35,34.12229420722247,6.156059785067391e-34,Not Significant
POLA2,0.664571367558884,7.94111703120457e-35,34.10011840357201,6.475987251440993e-34,Not Significant
MBLAC2,-0.7588702029293786,8.07740582005118e-35,34.0927280970145,6.584513810719511e-34,Not Significant
SLC27A1,-0.7572999688914509,8.309736865260241e-35,34.08041272829469,6.771214495687435e-34,Not Significant
C9orf128,-1.926062340089147,8.500372129710337e-35,34.07056206130428,6.9238045000951445e-34,Upregulated in BRCA_LumA
HSPA12B,-1.0715816197467822,8.572975167254673e-35,34.06686843426229,6.980170812767119e-34,Upregulated in BRCA_LumA
RARRES3,-1.4750715221390667,8.597312827075232e-35,34.06563727046998,6.997210019275272e-34,Upregulated in BRCA_LumA
CHD1L,0.8367716260073603,8.646194267598583e-35,34.063175010717906,7.034203567905936e-34,Not Significant
MAGI3,-1.1117551485862431,8.744787035912028e-35,34.05825076254373,7.111594942641419e-34,Upregulated in BRCA_LumA
TRIM58,-1.4885216893281192,8.996182873246475e-35,34.0459417248644,7.313141053616132e-34,Upregulated in BRCA_LumA
C21orf15,-2.7005642543585866,9.021713984649361e-35,34.04471094545572,7.330991189585568e-34,Upregulated in BRCA_LumA
MALL,1.9918438250986035,9.150453374103309e-35,34.03855738757362,7.432660424776394e-34,Upregulated in BRCA_Basal
RIOK2,-0.4763045092710172,9.202458705608506e-35,34.03609612269592,7.471944903904841e-34,Not Significant
C2orf73,-2.219333807543086,9.307351928833121e-35,34.03117386426909,7.554123689707198e-34,Upregulated in BRCA_LumA
FOXN1,-0.9607851709485211,9.905857824991007e-35,34.00410790957232,8.036709800441497e-34,Not Significant
C10orf125,1.17394295633912,1.0018714419544735e-34,33.999188002652154,8.125058595265567e-34,Upregulated in BRCA_Basal
ZNF488,2.7144756353455373,1.0075620819873056e-34,33.996728184855485,8.167980560338024e-34,Upregulated in BRCA_Basal
VPS37C,-0.6034350794684589,1.0132848338962574e-34,33.99426845750101,8.211128839606401e-34,Not Significant
NDUFA9,0.9084070424555559,1.0248273943398753e-34,33.98934927411853,8.301385107408433e-34,Not Significant
C15orf34,-1.2378345670032478,1.0306475658841107e-34,33.986889818090454,8.341943493810723e-34,Upregulated in BRCA_LumA
COL9A3,4.631064422629959,1.0306475658841107e-34,33.986889818090454,8.341943493810723e-34,Upregulated in BRCA_Basal
ZNF720,-0.6649886001208288,1.1031043565610982e-34,33.95738340022091,8.924879805962387e-34,Not Significant
RPS27L,-0.7173307075614161,1.1093660731414385e-34,33.95492511993615,8.97200358246592e-34,Not Significant
ZNF280B,2.448207925967159,1.1283638871253995e-34,33.94755082173072,9.122052890480278e-34,Upregulated in BRCA_Basal
FAM135B,-1.2387913376737396,1.1315614638816187e-34,33.94632185116604,9.144300163813726e-34,Upregulated in BRCA_LumA
CDKN2A,3.419595870113888,1.1476848862638061e-34,33.94017733749769,9.270944289905818e-34,Upregulated in BRCA_Basal
C17orf51,1.2121868270321994,1.154197979461108e-34,33.93771969030258,9.3198875020004e-34,Upregulated in BRCA_Basal
FRMD6,-1.1257368880485574,1.1607477926330702e-34,33.93526213354866,9.369088595297142e-34,Upregulated in BRCA_LumA
PARD6G-AS1,-1.443002683717006,1.1673345314215948e-34,33.93280466723593,9.418548924777147e-34,Upregulated in BRCA_LumA
ZWILCH,0.7120388772990716,1.187318375101487e-34,33.92543281094432,9.576021391640059e-34,Not Significant
ATG3,0.4353739418435655,1.2387773860085212e-34,33.90700673132732,9.987125503388149e-34,Not Significant
C8orf86,-3.2987576571146464,1.2564180435002047e-34,33.90086583529781,1.0121391997069964e-33,Upregulated in BRCA_LumA
TMEM116,-0.6867872880458368,1.2564180435002047e-34,33.90086583529781,1.0121391997069964e-33,Not Significant
FCN2,-3.2973141725173227,1.2779165475889805e-34,33.893497506197164,1.029053835299478e-33,Upregulated in BRCA_LumA
THSD1,-0.8719721752405308,1.2815349935656562e-34,33.89226953048249,1.0315627696343717e-33,Not Significant
CLDN6,7.413858877309422,1.3332750603395786e-34,33.87508024453621,1.0727897132567637e-33,Upregulated in BRCA_Basal
BAIAP2-DT,-0.7644652988481927,1.3753793961479697e-34,33.86157748588775,1.1058007229688103e-33,Not Significant
SLC35E2B,-0.7443802332750153,1.3753793961479697e-34,33.86157748588775,1.1058007229688103e-33,Not Significant
PFN1,0.6848370632418456,1.584032944237838e-34,33.800235790327385,1.2730586741038761e-33,Not Significant
KCNC2,-7.771132209215307,1.6110959825667287e-34,33.79287858530557,1.293795200403293e-33,Upregulated in BRCA_LumA
AMPD2,0.6596409811227164,1.6110959825667287e-34,33.79287858530557,1.293795200403293e-33,Not Significant
C11orf9,1.6174565076154936,1.671318549348954e-34,33.77694076671966,1.3416320029554709e-33,Upregulated in BRCA_Basal
SETBP1,-1.310962250930256,1.685530628904818e-34,33.7732633512157,1.3525114369913593e-33,Upregulated in BRCA_LumA
CACYBP,0.7191494985912863,1.7633807472509732e-34,33.75365390518393,1.4144271372984938e-33,Not Significant
GTPBP2,0.7644927994392313,1.8344235286360668e-34,33.736500387905636,1.4708363407797897e-33,Not Significant
DNAJC1,-1.2276582680579595,1.8448019661445838e-34,33.73405024718875,1.4785799508341629e-33,Upregulated in BRCA_LumA
TRA2B,0.3585627261342905,1.8657341589886687e-34,33.729150237068154,1.4947728806766694e-33,Not Significant
ZNF740,-0.6216343484678106,1.8762885674117708e-34,33.72670036766435,1.5026420306851958e-33,Not Significant
RP9,0.6875185238944805,1.9083089973344394e-34,33.71935130207844,1.5276895828056194e-33,Not Significant
BTBD3,1.0338554522909695,1.9191026519460992e-34,33.716901794424814,1.5357312095409542e-33,Upregulated in BRCA_Basal
PLEKHG4B,1.6283522237896788,1.9299569550385935e-34,33.714452377208644,1.5438150800577722e-33,Upregulated in BRCA_Basal
ACSF2,-1.176914836269608,1.97398745022601e-34,33.70465561271751,1.5784206743467373e-33,Upregulated in BRCA_LumA
TMEM50B,-0.5322990215568402,2.1002840224802314e-34,33.67772197143026,1.677447550535204e-33,Not Significant
NEIL1,-1.2706281116544127,2.1002840224802314e-34,33.67772197143026,1.677447550535204e-33,Upregulated in BRCA_LumA
GTF2H4,0.6099229884129125,2.1002840224802314e-34,33.67772197143026,1.677447550535204e-33,Not Significant
WDR53,0.6031311015043268,2.1786537724173185e-34,33.66181178153706,1.7393625720800988e-33,Not Significant
PRICKLE4,-1.2734338140227717,2.209563590138524e-34,33.65569349514316,1.763353782281689e-33,Upregulated in BRCA_LumA
GALNT4,-0.8450412239297543,2.259927918914882e-34,33.64590541258567,1.8028460746615688e-33,Not Significant
GTF3C2,0.5598941001869662,2.5508254443416145e-34,33.59331925959993,2.034117235406189e-33,Not Significant
SIDT2,-0.6658276594342272,2.5869777667909693e-34,33.587207303715424,2.0621449036137185e-33,Not Significant
C3orf1,0.5249468785842808,2.7061206594116348e-34,33.56765284316027,2.156278978244968e-33,Not Significant
BCL2A1,2.9682914183759515,2.8307129358943694e-34,33.548104170436474,2.2546804355077898e-33,Upregulated in BRCA_Basal
DSN1,0.6076112274996286,2.878890122641712e-34,33.540774910335884,2.2921640487529165e-33,Not Significant
MTUS1,-0.9271503582360942,2.961002093715422e-34,33.52856128552231,2.35571310425952e-33,Not Significant
CHST8,-1.7515460815386272,2.961002093715422e-34,33.52856128552231,2.35571310425952e-33,Upregulated in BRCA_LumA
FAM120A,-0.5160070221438229,2.977701557837504e-34,33.526118831862334,2.3680806420042602e-33,Not Significant
TTC28,-0.810899741519868,3.0972467906502323e-34,33.509024188396076,2.4621971968446907e-33,Not Significant
LAMA2,-1.5079561148987288,3.1147094591608695e-34,33.50658245820805,2.473204670397164e-33,Upregulated in BRCA_LumA
SULT2B1,-1.5109348556384852,3.1147094591608695e-34,33.50658245820805,2.473204670397164e-33,Upregulated in BRCA_LumA
SHISA6,-1.7285082831199055,3.1147094591608695e-34,33.50658245820805,2.473204670397164e-33,Upregulated in BRCA_LumA
DEM1,0.6478108324301275,3.203500795891285e-34,33.49437516377415,2.5427245388819103e-33,Not Significant
C4orf12,-1.1600118445886827,3.3414236243075827e-34,33.476068461196235,2.6511728508717316e-33,Upregulated in BRCA_LumA
HOXC6,-0.8569057179527101,3.4463011188685724e-34,33.46264677896295,2.7333284250848613e-33,Not Significant
SAP30L,-0.5761551994687338,3.4657180880257222e-34,33.46020676700993,2.747666295599373e-33,Not Significant
GPIHBP1,-1.7985966459966178,3.4852437295216494e-34,33.45776684548991,2.7620792136857938e-33,Upregulated in BRCA_LumA
CTR9,-0.5831908489340965,3.5048786474553983e-34,33.45532701440285,2.7765675709841642e-33,Not Significant
AQP9,1.7642692662477353,3.5644451510084207e-34,33.448008063738946,2.8226663685214504e-33,Upregulated in BRCA_Basal
MAGOHB,0.9845095776591324,3.584523282657747e-34,33.445568594383275,2.8374710151840915e-33,Not Significant
SIX3,4.1470086282441825,3.6352114981091147e-34,33.43947031663723,2.8764855194062017e-33,Upregulated in BRCA_Basal
STIP1,0.6129659388103326,3.6866116902736473e-34,33.43337260409515,2.9160331018132114e-33,Not Significant
TRAF5,-1.002425325178216,3.7073733408493977e-34,33.43093367733527,2.9313250947031963e-33,Upregulated in BRCA_LumA
KIRREL3,0.9145025232097967,3.728251137130089e-34,33.42849484100789,2.9466971044543588e-33,Not Significant
MTMR8,1.491768350576897,3.738733791442035e-34,33.427275456756355,2.9538444333002572e-33,Upregulated in BRCA_Basal
GPR12,6.071824521679032,3.812936739777044e-34,33.41874040002233,3.0113100857099842e-33,Upregulated in BRCA_Basal
PTPRA,-0.4594531287063502,3.899532947153641e-34,33.408987405953134,3.078515467860654e-33,Not Significant
EMP2,-0.8675878383647904,4.010530300739436e-34,33.39679819808859,3.164925411945067e-33,Not Significant
CAPS2,-1.27196372181565,4.0786293625206035e-34,33.38948575855287,3.217428575939936e-33,Upregulated in BRCA_LumA
CCL18,2.4500680979945715,4.171218065794566e-34,33.379737105216336,3.287939003994349e-33,Upregulated in BRCA_Basal
LUZP2,-1.9463541161946492,4.171218065794566e-34,33.379737105216336,3.287939003994349e-33,Upregulated in BRCA_LumA
ACBD7,2.199487642047584,4.21829238407389e-34,33.374863321137774,3.3237681696016926e-33,Upregulated in BRCA_Basal
C7orf13,1.444789404345574,4.41192578047089e-34,33.35537180208023,3.4750054957275135e-33,Upregulated in BRCA_Basal
DPY19L2P4,-3.7133063397668344,4.461698026932769e-34,33.350499826628315,3.5115120873266804e-33,Upregulated in BRCA_LumA
SSTR1,0.08389157378203833,4.461698026932769e-34,33.350499826628315,3.5115120873266804e-33,Not Significant
MTSS1L,1.1825039945500546,4.512028010830893e-34,33.345628212900706,3.549761914349244e-33,Upregulated in BRCA_Basal
SORCS1,-2.9073902319751577,4.588582341408882e-34,33.33832147054161,3.608606074397372e-33,Upregulated in BRCA_LumA
EPCAM,1.0023116561263377,4.666426803129205e-34,33.33101554206028,3.6670143679281895e-33,Upregulated in BRCA_Basal
SMAD5,-0.6346952852452215,4.666426803129205e-34,33.33101554206028,3.6670143679281895e-33,Not Significant
ARHGAP21,1.0796743238248818,4.853203021652206e-34,33.3139715406775,3.812328468539815e-33,Upregulated in BRCA_Basal
ABHD1,-1.2906164745060345,5.249321456992695e-34,33.27989683117101,4.121912654212634e-33,Upregulated in BRCA_LumA
TMEM127,-0.3858552069653201,5.278814469211616e-34,33.277463601574254,4.1434856648540145e-33,Not Significant
FBXO45,0.6985113998539514,5.3233628964463135e-34,33.273813926734995,4.1768550634525984e-33,Not Significant
KIF3B,-0.5751246870445514,5.428766845154896e-34,33.26529881003653,4.256302565108451e-33,Not Significant
STOML2,0.7694026409762772,5.428766845154896e-34,33.26529881003653,4.256302565108451e-33,Not Significant
MS4A14,-2.379080559827231,5.677539365286107e-34,33.24583984591188,4.449646779867851e-33,Upregulated in BRCA_LumA
IQCG,1.2730859287146266,5.855106982190331e-34,33.23246516526276,4.58705937611994e-33,Upregulated in BRCA_Basal
FAM188B,0.9692327978838078,6.072083691034234e-34,33.216662251225905,4.7552295104061226e-33,Not Significant
DISP1,-0.6936499485247558,6.123278781659002e-34,33.21301596748245,4.7916641511090544e-33,Not Significant
HELLS,1.025771136057973,6.123278781659002e-34,33.21301596748245,4.7916641511090544e-33,Upregulated in BRCA_Basal
KIAA1598,-0.702629804794819,6.174902616593621e-34,33.209369887203444,4.8302192865904654e-33,Not Significant
GRM4,-3.176339532504035,6.297045657194307e-34,33.200863157802324,4.923886539417408e-33,Upregulated in BRCA_LumA
EIF5A,0.7441971551884419,6.421588376245274e-34,33.19235753614956,5.019358106811449e-33,Not Significant
PPP6C,-0.4130368046980857,6.53028469173202e-34,33.185067884980185,5.102375525702878e-33,Not Significant
GPR158,1.8933907470265245,6.678061033330252e-34,33.175349616081675,5.2158529227967304e-33,Upregulated in BRCA_Basal
RASA1,-0.8157365706783996,6.7910688905716775e-34,33.16806186390178,5.302098610987431e-33,Not Significant
LASS5,-0.441305394673658,6.8291587116868545e-34,33.16563279403092,5.327782450433114e-33,Not Significant
PRR13,-0.5585418387717196,6.8291587116868545e-34,33.16563279403092,5.327782450433114e-33,Not Significant
UTP6,0.5160178300726774,6.905976154145107e-34,33.16077492557259,5.385663957839199e-33,Not Significant
DOCK1,-0.7029121819478672,6.925314247757722e-34,33.15956051497533,5.3986929230810384e-33,Not Significant
PCSK6,-1.6738280907540624,7.121678230446817e-34,33.14741765238295,5.549661752081572e-33,Upregulated in BRCA_LumA
PHF7,-0.9286244968683379,7.181658759887602e-34,33.143775234439495,5.594277693066584e-33,Not Significant
S100A8,5.046846912117339,7.201763570742048e-34,33.14256114033873,5.607809675312536e-33,Upregulated in BRCA_Basal
ARHGAP6,-1.2345704415524115,7.221924288403394e-34,33.1413470688448,5.621374907035692e-33,Upregulated in BRCA_LumA
VAMP2,-0.7000372541102007,7.26241406218733e-34,33.1389189936775,5.650747505800517e-33,Not Significant
LINC00964,2.919828137626123,7.40591217068486e-34,33.130421442706925,5.760216297123273e-33,Upregulated in BRCA_Basal
C2CD4D,1.6655629695625864,7.552226396564967e-34,33.12192499946937,5.8717916333732475e-33,Upregulated in BRCA_Basal
DNAJC22,-1.6602189967978647,7.594555361154235e-34,33.11949764771955,5.902465412884946e-33,Upregulated in BRCA_LumA
NCRNA00093,-2.4326744218247356,7.6799215630961565e-34,33.11464321550084,5.966551708883261e-33,Upregulated in BRCA_LumA
CCDC86,0.7547644811236416,7.766240851147857e-34,33.109789144989755,6.02904766492061e-33,Not Significant
DOK1,-1.1597226195780304,7.766240851147857e-34,33.109789144989755,6.02904766492061e-33,Upregulated in BRCA_LumA
PIWIL4,1.7329847972767314,7.853523793035094e-34,33.10493543618595,6.094500801266795e-33,Upregulated in BRCA_Basal
TBC1D19,-0.6521452513742003,7.8754963488843e-34,33.103722065501714,6.109241364325447e-33,Not Significant
PLEKHA6,-0.8860776811843063,8.03102349224953e-34,33.095229103698756,6.22753363620468e-33,Not Significant
ALG1,-0.5967016493770183,8.351288689216752e-34,33.07824650326705,6.473431859665634e-33,Not Significant
CHMP4C,1.115530814136141,8.445101126844876e-34,33.07339514555209,6.543677678270513e-33,Upregulated in BRCA_Basal
RBM15,0.5596641020273353,8.587785983348679e-34,33.0661187871758,6.649214822881065e-33,Not Significant
NSA2,-0.6196100146444246,8.587785983348679e-34,33.0661187871758,6.649214822881065e-33,Not Significant
SDR16C5,-1.3917436617598076,9.31191076492581e-34,33.030961194473186,7.207158999424661e-33,Upregulated in BRCA_LumA
ZFYVE28,-0.9475330406090211,9.548736672577896e-34,33.02005408312004,7.387668893210907e-33,Not Significant
ZFP14,-0.6582991808394485,9.846329024915754e-34,33.00672565593704,7.615038783762588e-33,Not Significant
MAP7D2,3.3181571383796085,1.0012516443557486e-33,32.999456757665214,7.740648545173794e-33,Upregulated in BRCA_Basal
NEDD4L,-0.8719862918205384,1.009665196607799e-33,32.99582261371324,7.799815701806785e-33,Not Significant
ACTL8,5.280336071683541,1.009665196607799e-33,32.99582261371324,7.799815701806785e-33,Upregulated in BRCA_Basal
SUV39H1,0.8101809320662311,1.0153132080520291e-33,32.993399964109564,7.84049544704988e-33,Not Significant
CLIC6,-3.5713543419947045,1.0267035503612168e-33,32.988554936176406,7.925471574985496e-33,Upregulated in BRCA_LumA
CYB5R2,1.7867809667436951,1.0324462285181317e-33,32.98613255784684,7.966803955146681e-33,Upregulated in BRCA_Basal
SAP30,0.9129412040865535,1.0440274742143457e-33,32.98128807246145,8.053141246590204e-33,Not Significant
ECM1,-2.311973693483104,1.0498663947855663e-33,32.97886596540556,8.092095675510988e-33,Upregulated in BRCA_LumA
RPP38,0.8387863676268912,1.0498663947855663e-33,32.97886596540556,8.092095675510988e-33,Not Significant
CDKN2C,1.221849681117804,1.0616417212190063e-33,32.974022022567176,8.179784016512043e-33,Upregulated in BRCA_Basal
ADAL,-0.6527927671940964,1.0735482258999179e-33,32.96917844142635,8.268416853984427e-33,Not Significant
AZU1,-1.8313776314133121,1.079551122976549e-33,32.96675678649242,8.31153093479656e-33,Upregulated in BRCA_LumA
ELMOD3,-0.6246528753921189,1.0855873600734193e-33,32.964335221982736,8.354869262560546e-33,Not Significant
IQCK,-0.8384022540139392,1.1038979555063704e-33,32.95707107099883,8.492605268496328e-33,Not Significant
ZWINT,0.9269846817329283,1.1100694017633047e-33,32.95464986818576,8.536883052990811e-33,Not Significant
LILRA3,2.36617423171756,1.131940579845696e-33,32.94617637042906,8.701819714227796e-33,Upregulated in BRCA_Basal
C14orf135,-0.5733763865065877,1.193486579472602e-33,32.92318246018782,9.171519714463988e-33,Not Significant
FITM2,-0.9396334777057465,1.2068611944155608e-33,32.91834267685037,9.26735703106979e-33,Not Significant
ZNF263,-0.5344404548830497,1.2068611944155608e-33,32.91834267685037,9.26735703106979e-33,Not Significant
SHPK,-0.6743084031558202,1.2203846734510893e-33,32.91350325520647,9.367696494526543e-33,Not Significant
ANKMY2,-0.6427398472759954,1.3415820084295307e-33,32.87238277456131,1.0294158432669076e-32,Not Significant
PNPLA2,-0.9122790944407402,1.4026812690172631e-33,32.8530410024091,1.0758958608484563e-32,Not Significant
DLX6,5.81895738545879,1.414441322391589e-33,32.849415064389476,1.0845107269368693e-32,Upregulated in BRCA_Basal
VGF,1.5023481669460717,1.4302738656264952e-33,32.844580796840795,1.0962405369788728e-32,Upregulated in BRCA_Basal
CLEC4D,2.41818084543034,1.4624689464365992e-33,32.834913346807774,1.1204980523893257e-32,Upregulated in BRCA_Basal
CCDC183-AS1,-1.1322874677107144,1.4747268043182085e-33,32.8312884260358,1.1294678824561778e-32,Upregulated in BRCA_LumA
FIGN,1.9773345350722662,1.5332930984133329e-33,32.814374819146565,1.173884619150924e-32,Upregulated in BRCA_Basal
EME1,0.9239852255273587,1.576534997105302e-33,32.8022963840147,1.2065402861099062e-32,Not Significant
EIF2B3,0.5490515474416482,1.594168990624402e-33,32.79746564291132,1.2195808855194438e-32,Not Significant
C16orf52,-0.5759366234259162,1.5986080141669636e-33,32.79625801414873,1.2225210299917165e-32,Not Significant
SUPT5H,0.7359946314079135,1.6030593148973517e-33,32.79505040799144,1.2250119561662517e-32,Not Significant
GPRC5B,1.398324620088499,1.6030593148973517e-33,32.79505040799144,1.2250119561662517e-32,Upregulated in BRCA_Basal
SERTAD3,-0.6478326658019227,1.639115765477513e-33,32.78539037252309,1.2520989306056448e-32,Not Significant
GYLTL1B,1.8801019296053194,1.6853210193293395e-33,32.77331736265945,1.286915395407495e-32,Upregulated in BRCA_Basal
LRGUK,-0.28180821493923114,1.704163300062694e-33,32.76848879165965,1.300819292808272e-32,Not Significant
LMF1,-0.8491998304378414,1.7136627565646052e-33,32.76607464179079,1.3075839508810922e-32,Not Significant
HAO1,7.530957231608321,1.7232148067714858e-33,32.76366058234257,1.3143836953657005e-32,Upregulated in BRCA_Basal
ACAT2,1.0064035261212219,1.732819739855249e-33,32.76124661331491,1.321218707630992e-32,Upregulated in BRCA_Basal
DLG4,-0.8191746956336082,1.8782170411350908e-33,32.72625422340062,1.431547446137065e-32,Not Significant
TIMM44,0.8729055045254439,1.8939329244579824e-33,32.722635406036865,1.4429898159683953e-32,Not Significant
CKAP2,0.9100792300406507,1.9257575905887194e-33,32.71539838164316,1.4666924366629304e-32,Not Significant
SNHG1,1.0670371772487388,2.093025568284288e-33,32.6792254663116,1.5934953102061976e-32,Upregulated in BRCA_Basal
FGF18,-1.1681794966258239,2.098842970723231e-33,32.67802005284184,1.5973316050927023e-32,Upregulated in BRCA_LumA
JMJD8,-0.7241902818999466,2.1163917111024805e-33,32.67440394806112,1.6100899194809302e-32,Not Significant
MRTO4,0.7135772817098065,2.1519275774370815e-33,32.667172348827535,1.6365177922110468e-32,Not Significant
GOLM1,-1.0445475474222563,2.1880560187389427e-33,32.65994156336339,1.6633765614111012e-32,Upregulated in BRCA_LumA
CDC20B,-8.31390959105534,2.1941357237019342e-33,32.658736511569096,1.667380621441344e-32,Upregulated in BRCA_LumA
RNF43,-1.4221601664300936,2.200232207136552e-33,32.657531482379454,1.6713944622742604e-32,Upregulated in BRCA_LumA
ACSM5,-1.2515668958567332,2.2063455150267244e-33,32.6563264757945,1.6754181079688502e-32,Upregulated in BRCA_LumA
ETFDH,-0.5905071765506646,2.2496136440435744e-33,32.647892062629836,1.7063797688904273e-32,Not Significant
ABCC6,-2.279226958261329,2.2496136440435744e-33,32.647892062629836,1.7063797688904273e-32,Upregulated in BRCA_LumA
