Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	histone-serine phosphorylation (GO:0035404)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	AURKB
GO_Biological_Process_2021	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	PVR
GO_Biological_Process_2021	positive regulation of natural killer cell mediated immune response to tumor cell (GO:0002857)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	PVR
GO_Biological_Process_2021	signal complex assembly (GO:0007172)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	NCK2
GO_Biological_Process_2021	positive regulation of nuclear cell cycle DNA replication (GO:0010571)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	DBF4
GO_Biological_Process_2021	snRNA modification (GO:0040031)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	DKC1
GO_Biological_Process_2021	leucine transport (GO:0015820)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	SLC7A5
GO_Biological_Process_2021	positive regulation of plasminogen activation (GO:0010756)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	ENO1
GO_Biological_Process_2021	trigeminal nerve development (GO:0021559)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	POU4F1
GO_Biological_Process_2021	protein localization to nuclear envelope (GO:0090435)	1/6	5.852673e-02	2.484273e-01	0	0	1.989447e+01	5.646592e+01	PLK1
GO_Biological_Process_2021	epithelial cell migration (GO:0010631)	2/41	6.327254e-02	2.657820e-01	0	0	5.118104e+00	1.412752e+01	ANLN;PRKX
GO_Biological_Process_2021	positive regulation of biomineral tissue development (GO:0070169)	2/41	6.327254e-02	2.657820e-01	0	0	5.118104e+00	1.412752e+01	CEBPB;FZD9
GO_Biological_Process_2021	ATP-dependent chromatin remodeling (GO:0043044)	2/42	6.601161e-02	2.657820e-01	0	0	4.989899e+00	1.356217e+01	RNF8;ANP32E
GO_Biological_Process_2021	positive regulation of epithelial to mesenchymal transition (GO:0010718)	2/42	6.601161e-02	2.657820e-01	0	0	4.989899e+00	1.356217e+01	FOXC1;EZH2
GO_Biological_Process_2021	negative regulation of meiotic nuclear division (GO:0045835)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	TRIP13
GO_Biological_Process_2021	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901029)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	FZD9
GO_Biological_Process_2021	cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	DSC2
GO_Biological_Process_2021	negative regulation of retinoic acid receptor signaling pathway (GO:0048387)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	EZH2
GO_Biological_Process_2021	regulation of fat cell proliferation (GO:0070344)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	E2F3
GO_Biological_Process_2021	negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	FOXM1
GO_Biological_Process_2021	cleavage furrow formation (GO:0036089)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	AURKB
GO_Biological_Process_2021	nucleobase biosynthetic process (GO:0046112)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	GMPS
GO_Biological_Process_2021	nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070431)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	RIPK2
GO_Biological_Process_2021	regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002858)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	PVR
GO_Biological_Process_2021	polyamine biosynthetic process (GO:0006596)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	AMD1
GO_Biological_Process_2021	G-quadruplex DNA unwinding (GO:0044806)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	BLM
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell apoptotic process (GO:1905459)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	E2F3
GO_Biological_Process_2021	histone H3-K9 methylation (GO:0051567)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	SUV39H2
GO_Biological_Process_2021	positive regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090267)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	NDC80
GO_Biological_Process_2021	thyroid hormone transport (GO:0070327)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	SLC7A5
GO_Biological_Process_2021	positive regulation of spindle checkpoint (GO:0090232)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	NDC80
GO_Biological_Process_2021	positive regulation of synaptic plasticity (GO:0031915)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	CDC20
GO_Biological_Process_2021	mRNA pseudouridine synthesis (GO:1990481)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	DKC1
GO_Biological_Process_2021	protein localization to cytoplasmic stress granule (GO:1903608)	1/7	6.794427e-02	2.657820e-01	0	0	1.657789e+01	4.457906e+01	YBX1
GO_Biological_Process_2021	nucleosome organization (GO:0034728)	3/94	6.824670e-02	2.660955e-01	0	0	3.298209e+00	8.854459e+00	RNF8;HMGA1;ANP32E
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	4/154	6.906560e-02	2.684140e-01	0	0	2.673469e+00	7.145378e+00	TPX2;KIF14;LRP8;EZH2
GO_Biological_Process_2021	protein K63-linked ubiquitination (GO:0070534)	2/44	7.160561e-02	2.773848e-01	0	0	4.751804e+00	1.252852e+01	UBE2E3;RNF8
GO_Biological_Process_2021	regulation of DNA repair (GO:0006282)	2/45	7.445847e-02	2.814122e-01	0	0	4.641062e+00	1.205522e+01	RNF8;DEK
GO_Biological_Process_2021	microtubule bundle formation (GO:0001578)	2/45	7.445847e-02	2.814122e-01	0	0	4.641062e+00	1.205522e+01	PLK1;KIF20A
GO_Biological_Process_2021	negative regulation of neuron death (GO:1901215)	3/98	7.527751e-02	2.814122e-01	0	0	3.158696e+00	8.170201e+00	FZD9;KIF14;POU4F1
GO_Biological_Process_2021	regulation of neuron apoptotic process (GO:0043523)	3/98	7.527751e-02	2.814122e-01	0	0	3.158696e+00	8.170201e+00	FZD9;KIF14;POU4F1
GO_Biological_Process_2021	negative regulation of B cell apoptotic process (GO:0002903)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	AURKB
GO_Biological_Process_2021	aromatic compound biosynthetic process (GO:0019438)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	PSAT1
GO_Biological_Process_2021	negative regulation of mitotic nuclear division (GO:0045839)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	CHEK1
GO_Biological_Process_2021	neuron fate specification (GO:0048665)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	POU4F1
GO_Biological_Process_2021	chromatin silencing at telomere (GO:0006348)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	EZH2
GO_Biological_Process_2021	regulation of myeloid leukocyte differentiation (GO:0002761)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	CEBPB
GO_Biological_Process_2021	regulation of protein localization to chromatin (GO:1905634)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	CDCA5
GO_Biological_Process_2021	regulation of protein localization to nucleolus (GO:1904749)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	BYSL
GO_Biological_Process_2021	positive regulation of meiotic nuclear division (GO:0045836)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	RAD51AP1
GO_Biological_Process_2021	positive regulation of muscle contraction (GO:0045933)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	ENO1
GO_Biological_Process_2021	isoprenoid metabolic process (GO:0006720)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	PDSS1
GO_Biological_Process_2021	spermidine metabolic process (GO:0008216)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	AMD1
GO_Biological_Process_2021	telomeric D-loop disassembly (GO:0061820)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	BLM
GO_Biological_Process_2021	meiotic sister chromatid cohesion (GO:0051177)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	BUB1
GO_Biological_Process_2021	protein localization to microtubule cytoskeleton (GO:0072698)	1/8	7.726807e-02	2.814122e-01	0	0	1.420890e+01	3.638153e+01	FAM83D
GO_Biological_Process_2021	regulation of DNA metabolic process (GO:0051052)	2/46	7.734723e-02	2.814122e-01	0	0	4.535354e+00	1.160801e+01	PIF1;CDT1
GO_Biological_Process_2021	regulation of cellular metabolic process (GO:0031323)	2/47	8.027087e-02	2.911643e-01	0	0	4.434343e+00	1.118496e+01	PM20D2;FOXM1
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	12/764	8.258008e-02	2.924841e-01	0	0	1.616795e+00	4.032265e+00	BTG3;CDC123;CDCA7;KIF14;HMGA1;NCK2;BIRC5;TTK;FOXM1;GTPBP4;EZH2;IL12RB2
GO_Biological_Process_2021	regulation of protein catabolic process (GO:0042176)	3/102	8.261501e-02	2.924841e-01	0	0	3.030457e+00	7.556638e+00	CHEK2;ODC1;FAM83D
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway (GO:0097193)	3/102	8.261501e-02	2.924841e-01	0	0	3.030457e+00	7.556638e+00	CEBPB;CHEK2;POU4F1
GO_Biological_Process_2021	cellular response to alcohol (GO:0097306)	2/48	8.322843e-02	2.924841e-01	0	0	4.337725e+00	1.078431e+01	BLM;RAD51
GO_Biological_Process_2021	nucleus organization (GO:0006997)	2/48	8.322843e-02	2.924841e-01	0	0	4.337725e+00	1.078431e+01	NUP93;CEP55
GO_Biological_Process_2021	positive regulation of DNA repair (GO:0045739)	2/48	8.322843e-02	2.924841e-01	0	0	4.337725e+00	1.078431e+01	RNF8;FOXM1
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	17/1183	8.476950e-02	2.924841e-01	0	0	1.484586e+00	3.663690e+00	FOXC1;BLM;CEBPB;RIPK2;HMGA1;YBX1;FOXM1;POU4F1;POU5F1;RGMA;MED30;CHEK2;CHEK1;NCK2;E2F2;E2F3;MYBL2
GO_Biological_Process_2021	purine nucleobase metabolic process (GO:0006144)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	GMPS
GO_Biological_Process_2021	bundle of His cell to Purkinje myocyte communication (GO:0086069)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	DSC2
GO_Biological_Process_2021	negative regulation of necroptotic process (GO:0060546)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	FZD9
GO_Biological_Process_2021	cellular response to muramyl dipeptide (GO:0071225)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	RIPK2
GO_Biological_Process_2021	ornithine metabolic process (GO:0006591)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	ODC1
GO_Biological_Process_2021	regulation of nuclear cell cycle DNA replication (GO:0033262)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	DBF4
GO_Biological_Process_2021	endochondral ossification (GO:0001958)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	FOXC1
GO_Biological_Process_2021	positive regulation of ATP biosynthetic process (GO:2001171)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	ENO1
GO_Biological_Process_2021	positive regulation of chromatin binding (GO:0035563)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	CDT1
GO_Biological_Process_2021	histone phosphorylation (GO:0016572)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	CCNA2
GO_Biological_Process_2021	hormone transport (GO:0009914)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	SLC7A5
GO_Biological_Process_2021	inositol metabolic process (GO:0006020)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	IMPA2
GO_Biological_Process_2021	isoprenoid biosynthetic process (GO:0008299)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	PDSS1
GO_Biological_Process_2021	somatic recombination of immunoglobulin genes involved in immune response (GO:0002204)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	RNF8
GO_Biological_Process_2021	tetrahydrofolate interconversion (GO:0035999)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	MTHFD1L
GO_Biological_Process_2021	positive regulation of smooth muscle cell apoptotic process (GO:0034393)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	E2F3
GO_Biological_Process_2021	positive regulation of synapse maturation (GO:0090129)	1/9	8.649907e-02	2.924841e-01	0	0	1.243216e+01	3.042923e+01	CDC20
GO_Biological_Process_2021	organic hydroxy compound biosynthetic process (GO:1901617)	2/50	8.924145e-02	3.008403e-01	0	0	4.156566e+00	1.004397e+01	PSAT1;LBR
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	29/2244	8.947297e-02	3.008403e-01	0	0	1.346389e+00	3.249939e+00	SUV39H2;FOXC1;BLM;CEBPB;ENO1;YBX1;FOXM1;CDC45;MED30;CHEK2;E2F2;E2F3;MYBL2;CDT1;BCL11A;IFRD1;HMGA1;DEK;POU4F1;TBX19;POU5F1;YEATS2;CCNE1;DEPDC1;BIRC5;RCOR2;VGLL1;EZH2;ZNF695
GO_Biological_Process_2021	protein localization to nucleus (GO:0034504)	3/106	9.024754e-02	3.025947e-01	0	0	2.912178e+00	7.004367e+00	NUP93;PLK1;E2F3
GO_Biological_Process_2021	mesenchymal cell differentiation (GO:0048762)	2/51	9.229504e-02	3.028542e-01	0	0	4.071532e+00	9.701502e+00	FOXC1;FAM83D
GO_Biological_Process_2021	regulation of telomere maintenance via telomerase (GO:0032210)	2/52	9.537879e-02	3.028542e-01	0	0	3.989899e+00	9.375860e+00	PIF1;AURKB
GO_Biological_Process_2021	glycolipid metabolic process (GO:0006664)	2/52	9.537879e-02	3.028542e-01	0	0	3.989899e+00	9.375860e+00	B3GNT5;ESYT3
GO_Biological_Process_2021	negative regulation of circadian rhythm (GO:0042754)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	SUV39H2
GO_Biological_Process_2021	negative regulation of lymphocyte apoptotic process (GO:0070229)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	AURKB
GO_Biological_Process_2021	cellular response to hydroxyurea (GO:0072711)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	BLM
GO_Biological_Process_2021	negative regulation of telomerase activity (GO:0051974)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	PIF1
GO_Biological_Process_2021	nuclear pore complex assembly (GO:0051292)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	NUP93
GO_Biological_Process_2021	nucleic acid transport (GO:0050657)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	YBX1
GO_Biological_Process_2021	dicarboxylic acid biosynthetic process (GO:0043650)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	MTHFD1L
GO_Biological_Process_2021	peptidyl-amino acid modification (GO:0018193)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	TTLL4
GO_Biological_Process_2021	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	FOXM1
GO_Biological_Process_2021	endodermal cell fate commitment (GO:0001711)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	POU5F1
GO_Biological_Process_2021	positive regulation of dendritic spine morphogenesis (GO:0061003)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	LRP8
GO_Biological_Process_2021	positive regulation of establishment of protein localization to telomere (GO:1904851)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	DKC1
GO_Biological_Process_2021	histone H2B ubiquitination (GO:0033523)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	RNF8
GO_Biological_Process_2021	rRNA pseudouridine synthesis (GO:0031118)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	DKC1
GO_Biological_Process_2021	positive regulation of rRNA processing (GO:2000234)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	RIOK1
GO_Biological_Process_2021	telomeric loop disassembly (GO:0090657)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	BLM
GO_Biological_Process_2021	modulation by symbiont of host process (GO:0044003)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	ENO1
GO_Biological_Process_2021	protein localization to endosome (GO:0036010)	1/10	9.563817e-02	3.028542e-01	0	0	1.105025e+01	2.593696e+01	MICALL1
GO_Biological_Process_2021	rRNA processing (GO:0006364)	4/173	9.589851e-02	3.028773e-01	0	0	2.370607e+00	5.557806e+00	DKC1;TEX10;RIOK1;BYSL
GO_Biological_Process_2021	cellular macromolecule catabolic process (GO:0044265)	2/53	9.849180e-02	3.042996e-01	0	0	3.911468e+00	9.065929e+00	RNASEH1;CHEK2
GO_Biological_Process_2021	inorganic anion transport (GO:0015698)	2/54	1.016332e-01	3.042996e-01	0	0	3.836053e+00	8.770695e+00	CLCN4;SLC26A9
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	4/177	1.020926e-01	3.042996e-01	0	0	2.315324e+00	5.283280e+00	CDC20;CEBPB;LRP8;AURKA
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	8/474	1.040635e-01	3.042996e-01	0	0	1.728720e+00	3.911667e+00	CDC123;FZD9;KIF14;BIRC5;TTK;FOXM1;EZH2;IL12RB2
GO_Biological_Process_2021	protein polyglutamylation (GO:0018095)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	TTLL4
GO_Biological_Process_2021	pyrimidine nucleoside salvage (GO:0043097)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	UCK2
GO_Biological_Process_2021	pyrimidine-containing compound salvage (GO:0008655)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	UCK2
GO_Biological_Process_2021	negative regulation of nuclear division (GO:0051784)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	CHEK1
GO_Biological_Process_2021	cell proliferation in forebrain (GO:0021846)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	KIF14
GO_Biological_Process_2021	negative regulation of programmed necrotic cell death (GO:0062099)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	FZD9
GO_Biological_Process_2021	regulation of establishment of protein localization to telomere (GO:0070203)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	DKC1
GO_Biological_Process_2021	negative regulation of sprouting angiogenesis (GO:1903671)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	E2F2
GO_Biological_Process_2021	regulation of histone H3-K9 acetylation (GO:2000615)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	CHEK1
GO_Biological_Process_2021	chromatin-mediated maintenance of transcription (GO:0048096)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	CHEK1
GO_Biological_Process_2021	regulation of mitochondrial depolarization (GO:0051900)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	FZD9
GO_Biological_Process_2021	DNA damage response, signal transduction resulting in transcription (GO:0042772)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	FOXM1
GO_Biological_Process_2021	phosphorylated carbohydrate dephosphorylation (GO:0046838)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	IMPA2
GO_Biological_Process_2021	regulation of protein localization to Cajal body (GO:1904869)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	DKC1
GO_Biological_Process_2021	regulation of synapse maturation (GO:0090128)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	CDC20
GO_Biological_Process_2021	positive regulation of dendrite development (GO:1900006)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	LRP8
GO_Biological_Process_2021	hepatocyte growth factor receptor signaling pathway (GO:0048012)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	STMN1
GO_Biological_Process_2021	response to hydroxyurea (GO:0072710)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	BLM
GO_Biological_Process_2021	inositol phosphate dephosphorylation (GO:0046855)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	IMPA2
GO_Biological_Process_2021	interleukin-35-mediated signaling pathway (GO:0070757)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	IL12RB2
GO_Biological_Process_2021	isotype switching (GO:0045190)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	RNF8
GO_Biological_Process_2021	positive regulation of posttranscriptional gene silencing (GO:0060148)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	XPO5
GO_Biological_Process_2021	positive regulation of protein localization to Cajal body (GO:1904871)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	DKC1
GO_Biological_Process_2021	telomere maintenance via recombination (GO:0000722)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	RAD51
GO_Biological_Process_2021	tetrahydrofolate metabolic process (GO:0046653)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	MTHFD1L
GO_Biological_Process_2021	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	CEBPB
GO_Biological_Process_2021	proteasome assembly (GO:0043248)	1/11	1.046863e-01	3.042996e-01	0	0	9.944724e+00	2.244312e+01	PSMG1
GO_Biological_Process_2021	protein sumoylation (GO:0016925)	2/55	1.048020e-01	3.042996e-01	0	0	3.763484e+00	8.489223e+00	NUP93;BCL11A
GO_Biological_Process_2021	pyruvate metabolic process (GO:0006090)	2/55	1.048020e-01	3.042996e-01	0	0	3.763484e+00	8.489223e+00	LDHB;ENO1
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	6/322	1.049922e-01	3.042996e-01	0	0	1.906956e+00	4.298028e+00	SLC7A5;IGF2BP3;YBX1;POU4F1;EZH2;AURKA
GO_Biological_Process_2021	telomere maintenance (GO:0000723)	2/56	1.079976e-01	3.098685e-01	0	0	3.693603e+00	8.220654e+00	BLM;RAD51
GO_Biological_Process_2021	negative regulation of DNA recombination (GO:0045910)	2/57	1.112189e-01	3.098685e-01	0	0	3.626263e+00	7.964198e+00	BLM;FANCB
GO_Biological_Process_2021	regulation of mitotic nuclear division (GO:0007088)	2/57	1.112189e-01	3.098685e-01	0	0	3.626263e+00	7.964198e+00	CHEK1;AURKA
GO_Biological_Process_2021	positive regulation of interferon-gamma production (GO:0032729)	2/57	1.112189e-01	3.098685e-01	0	0	3.626263e+00	7.964198e+00	SLC7A5;IL12RB2
GO_Biological_Process_2021	purine nucleoside monophosphate biosynthetic process (GO:0009127)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	GMPS
GO_Biological_Process_2021	negative regulation of gene silencing by miRNA (GO:0060965)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	POU5F1
GO_Biological_Process_2021	regulation of B cell apoptotic process (GO:0002902)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	AURKB
GO_Biological_Process_2021	negative regulation of microtubule polymerization (GO:0031115)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	STMN1
GO_Biological_Process_2021	regulation of chromatin binding (GO:0035561)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	CDT1
GO_Biological_Process_2021	cell cycle checkpoint signaling (GO:0000075)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	BUB1
GO_Biological_Process_2021	negative regulation of transcription elongation from RNA polymerase II promoter (GO:0034244)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	RNF8
GO_Biological_Process_2021	chromatin assembly or disassembly (GO:0006333)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	SUV39H2
GO_Biological_Process_2021	nucleoside salvage (GO:0043174)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	UCK2
GO_Biological_Process_2021	regulation of nucleobase-containing compound metabolic process (GO:0019219)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	IGF2BP3
GO_Biological_Process_2021	regulation of plasminogen activation (GO:0010755)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	ENO1
GO_Biological_Process_2021	exit from mitosis (GO:0010458)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	UBE2C
GO_Biological_Process_2021	positive regulation of cellular senescence (GO:2000774)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	HMGA1
GO_Biological_Process_2021	regulation of ventricular cardiac muscle cell action potential (GO:0098911)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	DSC2
GO_Biological_Process_2021	inositol phosphate catabolic process (GO:0071545)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	IMPA2
GO_Biological_Process_2021	positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	DLGAP5
GO_Biological_Process_2021	positive regulation of mitotic metaphase/anaphase transition (GO:0045842)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	DLGAP5
GO_Biological_Process_2021	positive regulation of mitotic sister chromatid separation (GO:1901970)	1/12	1.136443e-01	3.098685e-01	0	0	9.040201e+00	1.965956e+01	DLGAP5
